RMSE,chroma_stft,spec_cent,spec_bw,spec_rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,filename
0.11631968,0.385597,1913.5814911445996,2452.1651149426198,3801.8386220196353,0.03404203738604488,-328.86066,119.98635,-9.587852,0.9688219,26.276045,7.4240637,-9.527482,-16.215199,-10.515318,-10.85865,-19.59529,-6.734803,-2.5461397,-18.784672,-14.918704,0.19251567,-0.92603004,-5.414401,-5.734372,-3.1017966,4
0.14695711,0.40260094,1912.579396995745,2213.858746177001,3675.9118541033436,0.035623753324468085,-417.2887,114.65305,62.304893,33.03112,10.457938,-11.731578,-14.537416,-6.007739,-4.1298985,-3.1448896,3.3363156,5.499583,-1.5986121,-7.8291283,-7.819899,-8.499156,-10.523042,-8.960342,-7.6132083,-7.720816,8
0.17712362,0.43609843,1642.1074642795659,2188.9136187992835,2817.629179331307,0.033593453172492405,-351.11902,202.03514,28.048517,19.27781,-24.320776,-44.661472,8.832149,-4.6039133,-11.303471,21.529922,-16.760258,-31.876942,16.430828,5.6343803,-15.043193,8.882138,-1.0961654,-23.8661,-12.069403,-4.94318,6
0.032739833,0.5040307,2682.5762079817587,3438.2775179054834,5492.230782548477,0.045061190702908586,-466.17902,76.40287,11.585432,12.768898,-7.8982906,-19.535667,11.182161,11.545416,-6.165261,-2.7382815,-7.3535414,-11.125705,1.5735446,3.4576511,-3.7113657,-4.471956,-4.998618,-5.5371675,-4.1413817,-3.695377,1
0.03426514,0.5262866,3432.7815025545833,3968.458886359533,7879.314365671642,0.04939414256840796,-457.85837,60.324615,10.169345,18.308817,-2.2846012,-11.79026,18.928425,12.704023,-9.844089,-4.8010273,-7.129485,-13.129839,-3.356161,0.39273155,-5.064303,-6.9387,-5.1584034,-3.1091394,-3.4582841,-3.300476,3
0.10743594,0.40545323,2227.574288918464,2614.74915728496,5143.461163697105,0.018824384047884186,-427.71457,108.84964,7.0746017,47.416847,68.40512,20.07983,-5.6167235,-0.57548636,7.3129416,-0.43154567,-15.9201565,-11.941683,-14.282353,-27.2268,-7.3652725,12.929767,-7.723451,-21.082144,-0.982849,8.352849,7
0.05576225,0.44612545,3587.8603968408415,4213.090819667053,7704.328893442623,0.04598008452868853,-434.96896,59.771088,5.1251364,11.470711,-3.8634686,-14.223947,12.691632,12.704164,-5.1240396,-4.3756843,-7.9963226,-11.915833,-3.9984775,-1.6882695,-3.5932229,-3.2321944,-5.773669,-6.571648,-2.9874675,-1.6242479,2
0.04637062,0.4801604,3345.69983646362,4170.623367234039,7423.924180327869,0.04809009989754098,-441.58316,59.845695,-1.713764,6.6620765,-3.110518,-13.2608385,10.468002,11.073153,-4.2888494,-5.797526,-10.0369625,-6.89731,2.7359028,-3.0190108,-7.1802278,-2.2732868,-3.7255106,-4.070999,-0.5017491,-3.4541,0
0.05834971,0.4717065,3060.700783439411,3336.7384582057657,6297.778074088441,0.0504850235162917,-447.8279,78.99433,9.066983,21.756666,19.337322,-8.045602,-1.146661,8.110783,-3.7109149,-9.757056,-5.063461,-0.21694316,-2.3839216,-6.913992,-3.7271075,-2.7763383,-7.1535,-2.9073596,2.1078806,-2.808634,5
0.07027121,0.40580744,1720.1328281734525,1615.0447028639362,3097.4154135338345,0.04623105615601504,-373.3945,126.69309,-7.7451963,16.185717,31.720112,0.09434989,5.610029,3.6649315,-16.603367,-9.761045,-2.2709517,-8.19907,-7.023417,-6.2903957,-7.926555,-4.8453574,-4.018019,-4.691199,-2.4794307,-3.3099456,4
0.10944256,0.36829856,1317.0245564097843,2132.470108106674,2151.1087529274005,0.030470503390905544,-421.8302,144.88446,83.566154,50.79857,21.089752,0.7767274,-11.173302,-10.885345,-12.151247,-9.1196995,2.8333127,5.033435,-4.620218,-5.9357767,-4.634725,-9.431931,-12.430423,-11.205063,-10.054975,-14.632486,8
0.103035696,0.38402507,2473.8685360499476,3629.193866048589,4192.230148883375,0.045152082040942926,-307.7766,143.59248,5.202857,17.244366,46.039993,24.982046,-37.7759,-15.288336,3.6393116,-3.5859108,-0.7451788,-2.8420613,-24.991232,-2.1015556,4.3879886,-2.1206276,-2.7631164,-8.715849,3.8081357,0.76113415,6
0.013375519,0.56477684,7563.561587265182,6490.881070085857,15843.661971830987,0.1992568038438967,-408.84912,20.970818,-15.320255,22.193819,14.316865,-10.196339,-8.592077,-0.8798951,4.787336,-3.739941,-3.2747283,-0.5794319,-1.5040687,1.6181269,3.6281507,0.4294772,-1.6935525,-0.09617582,4.7654004,0.7921314,1
0.024991995,0.55792683,4638.013991506782,4979.432498499497,9232.34160958904,0.10783657962328767,-399.46475,70.87381,-7.9164915,20.455,-3.5406399,6.842557,4.4249897,6.3151917,1.7416071,-2.953223,-1.0213591,3.7418234,7.5150476,-1.990995,0.9547657,0.59376055,0.32909194,1.0720592,2.2054157,3.3296218,3
0.08734856,0.3431908,2237.690520011793,3543.7374315485,4190.284271347919,0.038654163174841216,-387.8627,99.290184,16.014547,70.16254,68.748344,19.94242,-24.41488,-3.6934955,19.266413,-4.460974,-9.956498,-8.574978,-12.158624,0.6939664,1.2111403,-12.373134,-7.38614,-5.7612696,-0.4997805,-4.289487,7
0.047432944,0.55373263,5036.670947928124,5196.6548522539,10052.47942678774,0.12347640731413168,-347.93555,57.562626,-16.514296,12.137762,1.4441334,5.390025,5.764224,-0.8037732,-1.7591959,-5.4016423,-6.9861794,-3.0568814,3.5812447,2.3486822,-1.0607579,0.68005687,1.6270157,-0.33666655,-0.34846148,1.1499512,2
0.005561062,0.49735823,6924.220467918424,6058.795460390716,13731.228953785416,0.18438230267359498,-507.4643,38.38641,-10.039575,25.228786,9.742425,-1.7275323,-8.359714,7.593476,3.3853621,-7.1890044,4.187122,1.6440929,-2.2354388,0.2807856,8.936772,-6.400212,-0.055512,4.6294785,0.6788047,-0.5074412,0
0.05397087,0.48392043,2615.720382597738,3641.349417152438,4802.822978303748,0.05155299761669954,-403.68048,112.18741,26.288765,25.042116,22.20525,15.224202,0.51680756,-1.6401187,-1.1416334,-0.66374,-1.2488396,-3.6033769,-4.6640887,-2.0900292,-1.893067,-0.23665677,-4.916843,-4.1269207,0.7076476,-1.7105314,5
0.06131212,0.50298125,2561.808799553776,3510.3522655672937,4761.095004460303,0.05040447633251561,-376.53857,120.16173,29.197947,26.465443,19.870209,12.688215,0.86698145,-1.8986471,-2.2242208,-1.4218454,-1.2268124,-2.339336,-5.272372,-2.7203505,-1.8701314,-0.40190536,-5.606786,-3.9138198,1.7938715,-1.6670532,4
0.10278115,0.09255353,346.8349753703896,442.5190452197539,542.0719844357976,0.007307119406614786,-453.1527,64.35183,12.902378,5.880506,3.1955035,-8.861298,-9.451288,-3.384713,-4.030538,-10.746888,-9.181369,-2.4604478,-6.977805,-8.738936,-2.1340346,-5.4083304,-6.556085,1.711401,-0.07309551,-5.4129987,8
0.05443424,0.11167598,977.9874043043981,603.2621952973233,1663.1704152249135,0.03287028276384083,-488.18793,47.210533,-33.67466,10.882184,18.671307,-15.360279,-7.3932643,-3.0683758,-9.46942,-2.4889603,-8.862107,-13.591397,1.1991416,1.239166,-10.179957,-2.2402925,5.853751,-2.785373,-3.5820692,2.2979765,6
0.00023574173,0.06676989,236.00403263599284,386.15756310748634,465.9891917293233,0.001527780108754028,-813.2518,12.05521,0.70230794,1.5452645,2.76042,0.9031224,1.1164657,0.7488623,-0.047703706,0.47909307,-0.1327759,-0.8329955,-0.22578277,-0.10166237,-0.066841274,0.09357018,-0.36839893,-0.3159602,-0.13739048,-0.75940627,1
0.049270965,0.13675018,904.2677470494464,782.596930190485,1747.8896103896104,0.027195363230519482,-455.119,55.809574,-21.109793,5.7010098,3.0748794,-15.59578,3.404905,1.3892968,-13.83192,-11.695262,-9.499736,-3.3902614,1.8909692,-2.3653529,-2.3646064,-1.4738569,-4.6467595,-5.6948476,-5.6682186,-3.695907,3
0.041372817,0.090152204,677.5418088977931,588.2137493597876,1271.9042056074766,0.016662407515576325,-517.89496,36.206707,-15.953481,18.118717,17.031673,-14.871927,-7.1403723,2.4307144,-5.4515486,-7.0737433,-6.1518683,-5.98708,-2.7748609,-1.2239764,-3.7192261,-3.6751976,-0.7242443,-4.283866,-6.487168,-1.4222673,7
0.045925673,0.20838818,1240.0466120302312,1078.6674256548647,2267.79760215664,0.032564091763620885,-434.83725,63.81731,-24.78423,-3.729805,-0.79641396,-14.225955,4.4063616,3.6123693,-10.25664,-9.848294,-8.0899725,-4.903163,-6.1451564,-7.952878,-1.129491,-2.8182678,-6.3904724,-0.5042035,-1.4999216,-3.2564392,2
0.00084252533,0.1045078,1289.8524577595167,712.2252384020599,1829.5829521693674,0.0507085055377679,-883.634,41.892162,-31.317957,14.897729,1.1978118,-18.493454,6.440511,-1.6576135,-6.5653296,1.8307623,-7.772854,-2.4040225,0.6704025,-6.684233,-1.1471107,-1.874221,-5.0753045,-1.1771644,-3.5217957,-2.4504137,0
0.057794526,0.28680938,1551.9323090550427,1525.54059396428,2736.6287512100675,0.04275604277589545,-418.88492,101.8187,-8.201065,6.543335,20.019955,-8.025039,-10.162133,-5.1201572,-12.502541,-14.132054,-16.62116,-19.091902,-11.038106,-6.784075,-13.697076,-11.927288,-1.0896145,-4.7163653,-13.337715,-7.176979,5
0.096727975,0.2679822,1386.0115047647832,1264.6861522738348,2567.7884615384614,0.04242371127136752,-360.40723,130.5009,-22.727665,5.2894073,25.528488,-8.333439,-9.997326,-11.5694,-19.450487,-13.407545,-16.506424,-21.461786,-13.211395,-6.6376214,-11.102067,-13.096425,-4.6102724,-6.7412596,-15.29411,-6.4529448,4
0.043901127,0.19974542,1021.4642811335541,1481.6760534849539,1466.14425409339,0.020872024711946633,-488.95444,103.23077,44.98334,5.2488832,-15.48063,-23.401161,-16.841908,-8.767746,-11.151295,-15.938616,-13.204878,-8.5520935,-11.275463,-17.366474,-18.070997,-14.557793,-10.7374,-5.8984327,-0.06579934,4.478795,8
0.040365364,0.2663741,1726.9085826574496,1660.6620639777902,3105.701230712711,0.04128003593405584,-435.77173,80.28655,-12.364464,11.8593645,35.685745,-10.549662,-38.53215,-18.571451,-5.2700243,-16.59071,-25.808481,-14.38695,0.462408,-4.0402822,-11.954998,-4.28483,0.57657224,-8.310396,-11.225004,-3.2058022,6
0.008750627,0.38818932,3698.8357819087846,2278.2809430638126,5860.232696897375,0.13003702702366746,-593.8802,96.82837,-98.213936,22.330194,1.700741,-42.639175,18.46584,-12.261179,-25.07161,4.785354,-22.12232,-12.801929,4.914713,-13.0389385,-1.0884857,2.1842914,-8.969202,0.8584933,-0.7823499,-5.740772,1
0.039920654,0.33081895,1754.8768796312888,1795.6777789518003,3454.7606749311294,0.03038553145087236,-424.31863,93.44997,-27.195868,2.472912,10.293141,-20.784101,-16.520899,-14.358955,-14.078481,-7.2851834,-10.996467,-10.101188,-8.851104,-10.162161,-2.5233083,-2.6490061,-9.2801485,-7.0119267,-4.1972003,-5.193193,3
0.0205269,0.2262866,2661.4260526310018,2330.1139691721028,4443.288276231264,0.07296964221984296,-504.2665,67.03648,-24.561098,22.486605,40.42875,-15.748292,-28.899979,-4.6287785,-2.1714232,-17.385584,-25.665178,-12.262444,0.7736717,-9.874716,-14.215928,2.0383322,4.451098,-10.317895,-10.697319,1.280398,7
0.048550673,0.30033803,1815.6628004335332,1940.1841601197052,3378.655389908257,0.025275050172018348,-416.83743,72.89014,-13.577385,2.4601798,2.6181393,-15.441048,-7.07669,-12.15069,-18.560131,-11.436128,-12.018528,-7.921986,-2.5877635,-5.6158013,-1.2374382,0.21169929,-6.7228107,-5.8007402,-4.115009,-6.2284737,2
0.008797944,0.381684,3224.105608801594,1984.5957831869964,5182.5192448680355,0.11512268603372434,-558.1464,86.46635,-91.810295,16.63793,4.920277,-36.70286,11.581753,-15.88904,-25.912436,3.8103926,-17.246367,-11.899468,2.4323394,-10.983334,-1.8757131,-2.3489394,-11.240253,-0.5792214,-2.7830474,-6.4956493,0
0.05640823,0.3232536,1367.5892506389991,1571.8700710945245,2406.8814290962528,0.026608996142542248,-420.9752,114.137764,6.262013,9.485978,17.88736,-11.1235895,-19.47972,-14.920587,-15.942123,-14.788701,-14.241615,-12.605074,-11.356426,-13.950668,-11.546449,-6.7060404,-7.6128254,-9.4530115,-8.222381,-5.3267136,5
0.06906127,0.3315501,1340.9713876658261,1472.7445750796355,2399.914089347079,0.028647511275773196,-391.31622,135.60526,10.621421,8.4561825,15.964111,-13.1735115,-21.984552,-18.195295,-16.617538,-16.296148,-20.978098,-17.015263,-10.049885,-12.824721,-11.271097,-6.815086,-9.790403,-11.61547,-10.117564,-8.968368,4
0.31421643,0.22072329,709.0204345499455,764.3350771571514,1205.7626797880393,0.016863260550719152,-385.25598,148.00684,89.97593,38.25653,6.356801,-8.578271,-9.672817,-3.6236908,0.68173015,-0.19077395,-6.531516,-16.856092,-24.501411,-25.230986,-23.876295,-22.274555,-14.468886,-3.2730124,-0.78516984,-6.8010864,8
0.099777564,0.29509464,753.7288654283047,1006.0634789619664,1023.1601331360947,0.019501394538954636,-395.92184,144.10112,46.427803,15.954808,21.893543,2.814863,-25.863035,-30.817852,-20.41602,-17.9599,-24.923656,-25.507442,-15.5309725,-8.0730715,-9.939036,-12.588727,-7.97461,-2.231212,-6.3118415,-13.225898,6
0.0042380053,0.46416423,2122.1819094330685,2216.6142420120073,3628.5282258064517,0.059367972627171216,-544.53186,162.40453,-57.4729,-11.454317,15.287424,-14.765105,1.8085899,-13.804802,-27.286684,-4.7750144,-10.441873,-15.3187685,-7.374355,-11.203191,-2.6669214,-1.813306,-15.61432,-8.082257,-1.0286661,-6.7339945,1
0.040487457,0.4291865,1932.5647314832925,2359.968967508859,3350.751879699248,0.04252011865601504,-423.43845,102.000084,-1.7988036,-11.959763,-0.67449963,-0.114551514,0.55928797,-10.597445,-14.413669,-10.221408,-10.559138,-2.9171119,-1.1983521,-8.848462,-3.8887784,-2.0821187,-9.2875805,-5.002225,-0.41091365,-5.7053986,3
0.1329054,0.27678907,752.3387760093137,1129.332130206784,1179.0972222222222,0.0172265625,-396.77393,137.71623,36.00601,35.278988,53.764896,14.6727085,-22.263866,-13.583658,2.9747868,-5.095515,-25.297844,-30.14657,-14.595135,-3.331489,-13.341775,-23.120375,-7.9812183,10.557217,0.18895762,-18.45274,7
0.055671103,0.39552188,1949.7891443945211,2562.467845684878,3449.9387699564586,0.036760703918722784,-422.18292,97.641914,2.8494558,-20.33639,-2.8048334,1.9695833,-4.231737,-9.767721,-11.508731,-9.841716,-5.660248,-0.5297599,-1.6287323,-6.1519747,-3.744852,-0.9834487,-4.6171002,-6.3599844,-4.611726,-4.631391,2
0.006591966,0.48116854,2449.1218745209194,2587.5911096986993,4507.714915503307,0.05636222217119765,-540.0241,135.6593,-43.81397,-22.131947,10.582733,-7.22318,-4.904316,-15.160151,-23.66819,-9.463153,-9.512433,-12.738549,-9.782634,-9.928518,-1.1638775,-0.9939756,-13.02364,-7.964271,0.009095629,-5.5030365,0
0.052590113,0.41855606,2100.0221842446654,2624.169922821023,3948.609469952735,0.03933120305114787,-445.92624,87.68369,19.550423,0.90902126,2.8498645,2.8952506,1.1840074,-11.3772745,-17.774158,-6.9296165,-1.7288641,-6.031083,-6.0926127,-3.4648986,-1.68563,-1.7572412,-3.7858772,-2.7263958,-1.578436,-5.602543,5
0.09934175,0.3787818,1225.0038893112833,1492.6828803392443,2021.9698074679113,0.03176676907088682,-393.3508,136.46048,28.182901,1.9236928,4.749971,6.657695,7.34322,-15.097609,-28.501045,-11.812441,-4.503027,-11.679669,-12.083752,-8.886046,-5.036923,-3.1653228,-5.918643,-4.9471393,-3.567535,-8.990267,4
0.29356173,0.21315464,737.7343227006421,1042.1454414188488,1024.2871352785146,0.019303299071618037,-337.532,149.79144,46.47662,18.101007,11.781535,-10.808399,-13.335088,-5.2289205,-15.934264,-25.75505,-18.170141,-12.515285,-19.022491,-20.409517,-9.900507,-6.9698787,-13.5058365,-7.7792983,2.5514977,-3.1210628,8
0.17471397,0.29841405,1112.8843752723885,1391.8127460420264,2202.1835359408033,0.02414669496564482,-326.1938,145.45016,-7.129976,14.218647,34.870766,-19.701473,-31.617546,-7.527335,-11.92059,-19.157406,-10.085179,-8.266133,-9.44798,-2.7648225,-6.505182,-13.759123,-3.7007914,0.2930432,-9.86524,-9.400267,6
0.0070273564,0.49583575,2050.658728026779,3023.984814476795,3838.899585308057,0.04071324545813586,-498.60382,56.275234,14.908863,9.304351,3.1467218,-4.9225035,-0.035176594,-0.90390134,-5.736724,-4.125556,-5.2417912,-7.145028,-5.5988107,-5.799979,-5.0916147,-3.1482446,-4.282798,-4.873871,-3.735612,-4.166624,1
0.053557094,0.40015382,1465.7297915506017,1723.1660664627525,2462.950769854133,0.041721535656401944,-388.5579,113.22451,6.4299417,-7.0122275,2.7110612,-3.2152379,-2.1953592,-8.3926525,-16.050373,-9.001271,-4.463914,-6.6274858,-6.730578,-8.550342,-6.658702,-2.6825469,-5.820698,-7.477094,-3.7366815,-4.382118,3
0.22187026,0.24573737,977.7053365327832,1364.3791708912993,1934.2329545454545,0.02164163961038961,-340.98804,154.03354,0.039834872,32.322327,45.105854,-15.692372,-20.150007,0.5115664,-11.849505,-24.024193,-20.766226,-15.014623,-16.119566,-17.203691,-7.3026695,-1.9555559,-6.7749076,-6.938299,-8.007072,-12.330238,7
0.03912967,0.39975172,2228.9922010455775,2868.4402974341197,4350.694444444444,0.04314007675438596,-433.01895,74.255585,0.7998152,0.4702391,2.0502496,-8.088539,-1.7973783,-4.70766,-12.149477,-5.8307686,-3.4710524,-5.6467514,-3.8498757,-4.697972,-5.2340074,-3.4609556,-4.125636,-3.8069448,-2.4296286,-3.6051946,2
0.028166851,0.36910182,2159.8498074902727,2357.5906346082693,3621.6599247948952,0.06980374387534184,-428.13248,69.19398,5.46572,3.8456461,0.27310845,-5.2773747,6.196822,-0.7418862,-10.795953,-2.969691,-3.8067162,-10.436701,-8.834385,-7.6798754,-3.473393,0.65694785,-4.360793,-7.1916203,-5.6706786,-6.9856534,0
0.1366852,0.32942265,1443.1592280238026,1672.377870789489,2682.4994202226344,0.03818317099567099,-335.30936,130.16904,0.49100438,2.5513904,19.339584,-11.215641,-19.955185,-11.296212,-15.350978,-14.727932,-8.83233,-9.564319,-11.389865,-10.455536,-8.612308,-6.01945,-3.7499638,-4.964061,-8.804571,-8.302235,5
